kecamatan_id,kecamatan_nama,month_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct
33.74.02,Semarang Utara,2025-09-01,DBD,2,128450,137.8,28.560000000000002,69.24
33.74.02,Semarang Utara,2025-10-01,DBD,1,128450,250.3,28.425,75.125
33.74.02,Semarang Utara,2025-11-01,DBD,0,128450,161.4,27.525,80.075
33.74.02,Semarang Utara,2025-12-01,DBD,0,128450,176.6,27.160000000000004,82.82000000000001
33.74.03,Semarang Timur,2021-01-01,DBD,0,72130,268.3,25.7,87.625
33.74.03,Semarang Timur,2021-02-01,DBD,1,72130,364.0,25.575,87.425
33.74.03,Semarang Timur,2021-03-01,DBD,1,72130,164.6,26.339999999999996,85.82000000000001
33.74.03,Semarang Timur,2021-04-01,DBD,1,72130,81.0,27.025,80.775
33.74.03,Semarang Timur,2021-05-01,DBD,1,72130,154.5,27.860000000000003,76.66
33.74.03,Semarang Timur,2021-06-01,DBD,0,72130,106.4,26.875,79.9
33.74.03,Semarang Timur,2021-07-01,DBD,0,72130,12.0,28.375,61.7
33.74.03,Semarang Timur,2021-08-01,DBD,0,72130,62.800000000000004,28.560000000000002,63.379999999999995
33.74.03,Semarang Timur,2021-09-01,DBD,1,72130,59.5,28.275,69.175
33.74.03,Semarang Timur,2021-10-01,DBD,2,72130,120.0,28.15,71.55
33.74.03,Semarang Timur,2021-11-01,DBD,0,72130,283.6,26.419999999999998,85.32000000000001
33.74.03,Semarang Timur,2021-12-01,DBD,1,72130,273.5,26.225,86.92500000000001
33.74.03,Semarang Timur,2022-01-01,DBD,1,72130,292.9,26.04,84.66
33.74.03,Semarang Timur,2022-02-01,DBD,1,72130,226.10000000000002,26.15,84.7
33.74.03,Semarang Timur,2022-03-01,DBD,1,72130,213.5,26.45,85.775
33.74.03,Semarang Timur,2022-04-01,DBD,2,72130,111.19999999999999,26.85,81.775
33.74.03,Semarang Timur,2022-05-01,DBD,4,72130,188.2,26.919999999999998,82.36
33.74.03,Semarang Timur,2022-06-01,DBD,2,72130,163.9,26.475,79.075
33.74.03,Semarang Timur,2022-07-01,DBD,1,72130,70.5,27.225,71.525
33.74.03,Semarang Timur,2022-08-01,DBD,3,72130,47.4,28.0,67.34
33.74.03,Semarang Timur,2022-09-01,DBD,2,72130,81.1,27.95,70.575
33.74.03,Semarang Timur,2022-10-01,DBD,1,72130,337.7,26.380000000000003,83.25999999999999
33.74.03,Semarang Timur,2022-11-01,DBD,2,72130,229.4,26.175,85.65
33.74.03,Semarang Timur,2022-12-01,DBD,1,72130,206.5,26.175,83.75
33.74.03,Semarang Timur,2023-01-01,DBD,8,72130,238.1,25.96,85.56
33.74.03,Semarang Timur,2023-02-01,DBD,6,72130,429.20000000000005,25.625,86.225
33.74.03,Semarang Timur,2023-03-01,DBD,2,72130,162.1,26.35,84.725
33.74.03,Semarang Timur,2023-04-01,DBD,7,72130,152.1,26.8,83.0
33.74.03,Semarang Timur,2023-05-01,DBD,5,72130,67.0,27.78,73.5
33.74.03,Semarang Timur,2023-06-01,DBD,0,72130,48.8,28.075,70.45
33.74.03,Semarang Timur,2023-07-01,DBD,0,72130,16.6,28.22,62.779999999999994
33.74.03,Semarang Timur,2023-08-01,DBD,1,72130,1.8,28.125,60.175
33.74.03,Semarang Timur,2023-09-01,DBD,1,72130,13.7,28.875,57.225
33.74.03,Semarang Timur,2023-10-01,DBD,0,72130,50.5,29.48,64.92
33.74.03,Semarang Timur,2023-11-01,DBD,0,72130,110.7,28.075,78.425
33.74.03,Semarang Timur,2023-12-01,DBD,1,72130,86.1,28.025,76.525
33.74.03,Semarang Timur,2024-01-01,DBD,0,72130,328.2,26.78,86.1
33.74.03,Semarang Timur,2024-02-01,DBD,1,72130,210.4,27.075,85.075
33.74.03,Semarang Timur,2024-03-01,DBD,1,72130,200.5,27.2,83.6
33.74.03,Semarang Timur,2024-04-01,DBD,1,72130,199.0,28.04,81.05999999999999
33.74.03,Semarang Timur,2024-05-01,DBD,3,72130,42.8,29.725,66.325
33.74.03,Semarang Timur,2024-06-01,DBD,1,72130,51.8,28.35,71.225
33.74.03,Semarang Timur,2024-07-01,DBD,2,72130,47.8,28.060000000000002,65.6
33.74.03,Semarang Timur,2024-08-01,DBD,0,72130,2.7,28.525,60.599999999999994
33.74.03,Semarang Timur,2024-09-01,DBD,0,72130,87.4,28.660000000000004,66.48
33.74.03,Semarang Timur,2024-10-01,DBD,0,72130,98.9,29.025,67.325
33.74.03,Semarang Timur,2024-11-01,DBD,1,72130,248.89999999999998,27.725,81.30000000000001
33.74.03,Semarang Timur,2024-12-01,DBD,1,72130,287.4,26.8,86.725
33.74.03,Semarang Timur,2025-01-01,DBD,2,72130,263.0,26.275,86.075
33.74.03,Semarang Timur,2025-02-01,DBD,0,72130,165.8,26.475,84.075
33.74.03,Semarang Timur,2025-03-01,DBD,4,72130,175.2,27.04,82.53999999999999
33.74.03,Semarang Timur,2025-04-01,DBD,1,72130,129.2,27.625,78.30000000000001
33.74.03,Semarang Timur,2025-05-01,DBD,0,72130,211.6,27.15,83.025
33.74.03,Semarang Timur,2025-06-01,DBD,1,72130,107.39999999999999,27.82,72.84
33.74.03,Semarang Timur,2025-07-01,DBD,2,72130,28.4,28.475,63.050000000000004
33.74.03,Semarang Timur,2025-08-01,DBD,0,72130,130.1,27.625,71.375
33.74.03,Semarang Timur,2025-09-01,DBD,1,72130,137.8,28.32,69.2
33.74.03,Semarang Timur,2025-10-01,DBD,0,72130,250.3,28.225,75.05
33.74.03,Semarang Timur,2025-11-01,DBD,0,72130,161.4,27.325000000000003,80.0
33.74.03,Semarang Timur,2025-12-01,DBD,0,72130,176.6,26.96,82.76
33.74.04,Semarang Selatan,2021-01-01,DBD,1,70890,268.3,25.7,87.625
33.74.04,Semarang Selatan,2021-02-01,DBD,1,70890,364.0,25.575,87.425
33.74.04,Semarang Selatan,2021-03-01,DBD,0,70890,164.6,26.339999999999996,85.82000000000001
33.74.04,Semarang Selatan,2021-04-01,DBD,0,70890,81.0,27.025,80.775
33.74.04,Semarang Selatan,2021-05-01,DBD,0,70890,154.5,27.860000000000003,76.66
33.74.04,Semarang Selatan,2021-06-01,DBD,0,70890,106.4,26.875,79.9
33.74.04,Semarang Selatan,2021-07-01,DBD,1,70890,12.0,28.375,61.7
33.74.04,Semarang Selatan,2021-08-01,DBD,1,70890,62.800000000000004,28.560000000000002,63.379999999999995
33.74.04,Semarang Selatan,2021-09-01,DBD,1,70890,59.5,28.275,69.175
33.74.04,Semarang Selatan,2021-10-01,DBD,1,70890,120.0,28.15,71.55
33.74.04,Semarang Selatan,2021-11-01,DBD,2,70890,283.6,26.419999999999998,85.32000000000001
33.74.04,Semarang Selatan,2021-12-01,DBD,1,70890,273.5,26.225,86.92500000000001
33.74.04,Semarang Selatan,2022-01-01,DBD,4,70890,292.9,26.04,84.66
33.74.04,Semarang Selatan,2022-02-01,DBD,3,70890,226.10000000000002,26.15,84.7
33.74.04,Semarang Selatan,2022-03-01,DBD,1,70890,213.5,26.45,85.775
33.74.04,Semarang Selatan,2022-04-01,DBD,1,70890,111.19999999999999,26.85,81.775
33.74.04,Semarang Selatan,2022-05-01,DBD,3,70890,188.2,26.919999999999998,82.36
33.74.04,Semarang Selatan,2022-06-01,DBD,4,70890,163.9,26.475,79.075
33.74.04,Semarang Selatan,2022-07-01,DBD,1,70890,70.5,27.225,71.525
33.74.04,Semarang Selatan,2022-08-01,DBD,3,70890,47.4,28.0,67.34
33.74.04,Semarang Selatan,2022-09-01,DBD,1,70890,81.1,27.95,70.575
33.74.04,Semarang Selatan,2022-10-01,DBD,3,70890,337.7,26.380000000000003,83.25999999999999
33.74.04,Semarang Selatan,2022-11-01,DBD,1,70890,229.4,26.175,85.65
33.74.04,Semarang Selatan,2022-12-01,DBD,3,70890,206.5,26.175,83.75
33.74.04,Semarang Selatan,2023-01-01,DBD,1,70890,238.1,25.96,85.56
33.74.04,Semarang Selatan,2023-02-01,DBD,4,70890,429.20000000000005,25.625,86.225
33.74.04,Semarang Selatan,2023-03-01,DBD,0,70890,162.1,26.35,84.725
33.74.04,Semarang Selatan,2023-04-01,DBD,1,70890,152.1,26.8,83.0
33.74.04,Semarang Selatan,2023-05-01,DBD,2,70890,67.0,27.78,73.5
33.74.04,Semarang Selatan,2023-06-01,DBD,1,70890,48.8,28.075,70.45
33.74.04,Semarang Selatan,2023-07-01,DBD,0,70890,16.6,28.22,62.779999999999994
33.74.04,Semarang Selatan,2023-08-01,DBD,0,70890,1.8,28.125,60.175
33.74.04,Semarang Selatan,2023-09-01,DBD,0,70890,13.7,28.875,57.225
33.74.04,Semarang Selatan,2023-10-01,DBD,0,70890,50.5,29.48,64.92
33.74.04,Semarang Selatan,2023-11-01,DBD,0,70890,110.7,28.075,78.425
33.74.04,Semarang Selatan,2023-12-01,DBD,0,70890,86.1,28.025,76.525
33.74.04,Semarang Selatan,2024-01-01,DBD,0,70890,328.2,26.78,86.1
33.74.04,Semarang Selatan,2024-02-01,DBD,2,70890,210.4,27.075,85.075
33.74.04,Semarang Selatan,2024-03-01,DBD,1,70890,200.5,27.2,83.6
33.74.04,Semarang Selatan,2024-04-01,DBD,0,70890,199.0,28.04,81.05999999999999
33.74.04,Semarang Selatan,2024-05-01,DBD,1,70890,42.8,29.725,66.325
33.74.04,Semarang Selatan,2024-06-01,DBD,2,70890,51.8,28.35,71.225
33.74.04,Semarang Selatan,2024-07-01,DBD,0,70890,47.8,28.060000000000002,65.6
33.74.04,Semarang Selatan,2024-08-01,DBD,1,70890,2.7,28.525,60.599999999999994
33.74.04,Semarang Selatan,2024-09-01,DBD,1,70890,87.4,28.660000000000004,66.48
33.74.04,Semarang Selatan,2024-10-01,DBD,0,70890,98.9,29.025,67.325
33.74.04,Semarang Selatan,2024-11-01,DBD,0,70890,248.89999999999998,27.725,81.30000000000001
33.74.04,Semarang Selatan,2024-12-01,DBD,2,70890,287.4,26.8,86.725
33.74.04,Semarang Selatan,2025-01-01,DBD,0,70890,263.0,26.275,86.075
33.74.04,Semarang Selatan,2025-02-01,DBD,3,70890,165.8,26.475,84.075
33.74.04,Semarang Selatan,2025-03-01,DBD,2,70890,175.2,27.04,82.53999999999999
33.74.04,Semarang Selatan,2025-04-01,DBD,3,70890,129.2,27.625,78.30000000000001
33.74.04,Semarang Selatan,2025-05-01,DBD,1,70890,211.6,27.15,83.025
33.74.04,Semarang Selatan,2025-06-01,DBD,0,70890,107.39999999999999,27.82,72.84
33.74.04,Semarang Selatan,2025-07-01,DBD,0,70890,28.4,28.475,63.050000000000004
33.74.04,Semarang Selatan,2025-08-01,DBD,0,70890,130.1,27.625,71.375
33.74.04,Semarang Selatan,2025-09-01,DBD,1,70890,137.8,28.32,69.2
33.74.04,Semarang Selatan,2025-10-01,DBD,0,70890,250.3,28.225,75.05
33.74.04,Semarang Selatan,2025-11-01,DBD,0,70890,161.4,27.325000000000003,80.0
33.74.04,Semarang Selatan,2025-12-01,DBD,0,70890,176.6,26.96,82.76
33.74.05,Semarang Barat,2021-01-01,DBD,1,158726,268.3,25.925,87.65
33.74.05,Semarang Barat,2021-02-01,DBD,1,158726,364.0,25.775,87.45
33.74.05,Semarang Barat,2021-03-01,DBD,0,158726,164.6,26.580000000000002,85.82000000000001
33.74.05,Semarang Barat,2021-04-01,DBD,1,158726,81.0,27.225,80.8
33.74.05,Semarang Barat,2021-05-01,DBD,2,158726,154.5,28.060000000000002,76.72
33.74.05,Semarang Barat,2021-06-01,DBD,0,158726,106.4,27.1,79.9
33.74.05,Semarang Barat,2021-07-01,DBD,1,158726,12.0,28.6,61.75
33.74.05,Semarang Barat,2021-08-01,DBD,1,158726,62.800000000000004,28.78,63.52
33.74.05,Semarang Barat,2021-09-01,DBD,1,158726,59.5,28.5,69.225
33.74.05,Semarang Barat,2021-10-01,DBD,1,158726,120.0,28.375,71.65
33.74.05,Semarang Barat,2021-11-01,DBD,7,158726,283.6,26.619999999999997,85.32000000000001
33.74.05,Semarang Barat,2021-12-01,DBD,4,158726,273.5,26.45,86.92500000000001
33.74.05,Semarang Barat,2022-01-01,DBD,11,158726,292.9,26.24,84.66
33.74.05,Semarang Barat,2022-02-01,DBD,10,158726,226.10000000000002,26.35,84.7
33.74.05,Semarang Barat,2022-03-01,DBD,8,158726,213.5,26.65,85.775
33.74.05,Semarang Barat,2022-04-01,DBD,11,158726,111.19999999999999,27.05,81.775
33.74.05,Semarang Barat,2022-05-01,DBD,6,158726,188.2,27.139999999999997,82.36
33.74.05,Semarang Barat,2022-06-01,DBD,9,158726,163.9,26.725,79.075
33.74.05,Semarang Barat,2022-07-01,DBD,5,158726,70.5,27.425,71.525
33.74.05,Semarang Barat,2022-08-01,DBD,2,158726,47.4,28.22,67.34
33.74.05,Semarang Barat,2022-09-01,DBD,2,158726,81.1,28.2,70.575
33.74.05,Semarang Barat,2022-10-01,DBD,2,158726,337.7,26.580000000000002,83.3
33.74.05,Semarang Barat,2022-11-01,DBD,5,158726,229.4,26.4,85.675
33.74.05,Semarang Barat,2022-12-01,DBD,4,158726,206.5,26.4,83.825
33.74.05,Semarang Barat,2023-01-01,DBD,5,158726,238.1,26.18,85.64000000000001
33.74.05,Semarang Barat,2023-02-01,DBD,3,158726,429.20000000000005,25.875,86.225
33.74.05,Semarang Barat,2023-03-01,DBD,2,158726,162.1,26.55,84.725
33.74.05,Semarang Barat,2023-04-01,DBD,4,158726,152.1,27.05,83.025
33.74.05,Semarang Barat,2023-05-01,DBD,8,158726,67.0,28.0,73.5
33.74.05,Semarang Barat,2023-06-01,DBD,2,158726,48.8,28.3,70.5
33.74.05,Semarang Barat,2023-07-01,DBD,0,158726,16.6,28.46,62.8
33.74.05,Semarang Barat,2023-08-01,DBD,0,158726,1.8,28.325,60.2
33.74.05,Semarang Barat,2023-09-01,DBD,3,158726,13.7,29.075,57.225
33.74.05,Semarang Barat,2023-10-01,DBD,0,158726,50.5,29.7,64.92
33.74.05,Semarang Barat,2023-11-01,DBD,0,158726,110.7,28.275,78.425
33.74.05,Semarang Barat,2023-12-01,DBD,0,158726,86.1,28.275,76.525
33.74.05,Semarang Barat,2024-01-01,DBD,0,158726,328.2,27.0,86.12
33.74.05,Semarang Barat,2024-02-01,DBD,2,158726,210.4,27.35,85.15
33.74.05,Semarang Barat,2024-03-01,DBD,4,158726,200.5,27.425,83.625
33.74.05,Semarang Barat,2024-04-01,DBD,2,158726,199.0,28.24,81.05999999999999
33.74.05,Semarang Barat,2024-05-01,DBD,4,158726,42.8,29.924999999999997,66.35
33.74.05,Semarang Barat,2024-06-01,DBD,1,158726,51.8,28.575,71.275
33.74.05,Semarang Barat,2024-07-01,DBD,3,158726,47.8,28.26,65.64
33.74.05,Semarang Barat,2024-08-01,DBD,2,158726,2.7,28.75,60.65
33.74.05,Semarang Barat,2024-09-01,DBD,3,158726,87.4,28.860000000000003,66.48
33.74.05,Semarang Barat,2024-10-01,DBD,0,158726,98.9,29.25,67.4
33.74.05,Semarang Barat,2024-11-01,DBD,0,158726,248.89999999999998,27.925,81.30000000000001
33.74.05,Semarang Barat,2024-12-01,DBD,1,158726,287.4,27.0,86.725
33.74.05,Semarang Barat,2025-01-01,DBD,3,158726,263.0,26.5,86.075
33.74.05,Semarang Barat,2025-02-01,DBD,4,158726,165.8,26.725,84.075
33.74.05,Semarang Barat,2025-03-01,DBD,5,158726,175.2,27.28,82.56
33.74.05,Semarang Barat,2025-04-01,DBD,2,158726,129.2,27.85,78.30000000000001
33.74.05,Semarang Barat,2025-05-01,DBD,3,158726,211.6,27.35,83.025
33.74.05,Semarang Barat,2025-06-01,DBD,1,158726,107.39999999999999,28.04,72.86
33.74.05,Semarang Barat,2025-07-01,DBD,1,158726,28.4,28.675,63.050000000000004
33.74.05,Semarang Barat,2025-08-01,DBD,0,158726,130.1,27.825,71.375
33.74.05,Semarang Barat,2025-09-01,DBD,1,158726,137.8,28.560000000000002,69.24
33.74.05,Semarang Barat,2025-10-01,DBD,1,158726,250.3,28.425,75.125
33.74.05,Semarang Barat,2025-11-01,DBD,0,158726,161.4,27.525,80.075
33.74.05,Semarang Barat,2025-12-01,DBD,1,158726,176.6,27.160000000000004,82.82000000000001
33.74.06,Gayamsari,2021-01-01,DBD,1,68900,268.3,25.7,87.625
33.74.06,Gayamsari,2021-02-01,DBD,0,68900,364.0,25.575,87.425
33.74.06,Gayamsari,2021-03-01,DBD,1,68900,164.6,26.339999999999996,85.82000000000001
33.74.06,Gayamsari,2021-04-01,DBD,1,68900,81.0,27.025,80.775
33.74.06,Gayamsari,2021-05-01,DBD,0,68900,154.5,27.860000000000003,76.66
33.74.06,Gayamsari,2021-06-01,DBD,0,68900,106.4,26.875,79.9
33.74.06,Gayamsari,2021-07-01,DBD,0,68900,12.0,28.375,61.7
33.74.06,Gayamsari,2021-08-01,DBD,0,68900,62.800000000000004,28.560000000000002,63.379999999999995
33.74.06,Gayamsari,2021-09-01,DBD,0,68900,59.5,28.275,69.175
33.74.06,Gayamsari,2021-10-01,DBD,0,68900,120.0,28.15,71.55
33.74.06,Gayamsari,2021-11-01,DBD,1,68900,283.6,26.419999999999998,85.32000000000001
33.74.06,Gayamsari,2021-12-01,DBD,4,68900,273.5,26.225,86.92500000000001
33.74.06,Gayamsari,2022-01-01,DBD,4,68900,292.9,26.04,84.66
